file_name,text,class
3196566.txt,"CNN/SI: New Orleans Hornets Specialized pages from Cable News Network (CNN) and Sports Illustrated Magazine with schedule, current stories, game summaries, transactions, and roster. ",Basketball
3199605.txt,"USA Today - San Diego Toreros Schedule/results, roster. ",Basketball
3195981.txt,"Concordia College Men's Basketball Official site of the Cobbers. Offers statistics, results, team records, and a profile of the coach. ",Basketball
3197170.txt,"Bob Gottlieb's Branch West Designed to assist high school basketball players, who are being under recruited or are not being recruited at all. ",Basketball
3199813.txt,"Mesa State College Women's Basketball Mavericks - official web site with schedule, pictures and a roster. ",Basketball
3199467.txt,"Excite Sports: Western Illinois News, scores, standings, calendar, schedule, TV. ",Basketball
3200300.txt,"WNBA: Tina Thompson Includes a picture, career statistics, highlights, and news items concerning the power foreward. ",Basketball
3195051.txt,"Southern Illinois Men's Basketball Salukis - official web site with news, schedule, roster, statistics. ",Basketball
3198832.txt,"Eastern Michigan Women's Basketball Eagles - official web site with news, schedule, roster, statistics. ",Basketball
3200103.txt,"Hiram College Women's Basketball Lady Terriers - official web site with news, schedule, roster. ",Basketball
3195938.txt,"Fitchburg State College Men's Basketball Offers game schedules and results, statistics, and team rosters. ",Basketball
3195419.txt,"University of Louisiana at Lafayette Men's Basketball Official site of the Ragin' Cajuns with news, schedule, roster, statistics. ",Basketball
3199859.txt,"Medaille College Women's Basketball Mavericks. News, schedule, roster, statistics. ",Basketball
3198339.txt,"Excite Sports: West Virginia News, scores, standings, calendar, schedule, TV, photos. ",Basketball
3195146.txt,"CNN/SI - Morehead St. - Men's College Basketball Offers player statistics, game recaps, current league standings, a team roster and an updated schedule for this Ohio Valley Conference program. ",Basketball
3196978.txt,CNN/SI - Jalen Rose Member of Michigan's heralded Fab Five is now enjoying a solid NBA career with the Indiana Pacers. Scan a sheet of his statistics. ,Basketball
3200091.txt,"Pacific Lutheran University Women's Basketball Lutes - official web site with news, schedule, roster, statistics. ",Basketball
3195269.txt,"Mississippi State Men's Basketball Official web site. Latest information about the team and coaches, as well as team history and information about Humphrey Coliseum. ",Basketball
3199434.txt,"Yahoo Sports: Chicago State Schedule, scores, standings. ",Basketball
3200564.txt,"Kingdom of the Sun An annual Christmas basketball tournament that features 16 national high school teams located in Ocala, Florida. ",Basketball
3197682.txt,"Modesto Junior College Women's Basketball Pirates - official web site with news, schedule. ",Basketball
3197114.txt,"ProjectSpurs.com Spurs fansite including original articles, wallpapers, podcast, messageboard, player profiles. ",Basketball
3200195.txt,"Wisconsin-Oshkosh Women's Basketball Titans - official web site with news, schedule, roster, statistics. ",Basketball
3195166.txt,"USA Today: Arizona Basketball Team notebook, interactive playbook, roster, schedules, and results. ",Basketball
3199207.txt,"CNN/SI - Navy Midshipmen Headlines, scoreboard, schedule. ",Basketball
3197492.txt,"University of the Fraser Valley Women's Basketball Cascades - official web site with news, schedule, roster. ",Basketball
3196555.txt,"CNN/SI: New Jersey Nets Specialized pages from Cable News Network (CNN) and Sports Illustrated Magazine with schedule, current stories, game summaries, transactions, and roster. ",Basketball
3194982.txt,St Peters Peacocks USA Today coverage ,Basketball
3197307.txt,"MVP School of Basketball A summer basketball camp for boys grades 5-12, located at Bentley College in Waltham, MA. ",Basketball
3196436.txt,"NBA.com: Seattle SuperSonics Official site containing news, scores, audio and video files, player statistics, schedules. ",Basketball
3195055.txt,Wichita State Men's Basketball The Shockers' official site. ,Basketball
3194896.txt,"Yahoo! Sports: Tulsa Basketball Standings, schedule, team log, team statistics, roster and news. ",Basketball
3198866.txt,"USA Today - Bethune-Cookman Lady Wildcats Schedule/results, roster. ",Basketball
3199822.txt,"Kentucky State Women's Basketball Thorobrettes - official web site with news, schedule, roster, statistics. ",Basketball
3198561.txt,"Excite Sports: Old Dominion News, scores, standings, calendar, schedule, TV. ",Basketball
3199868.txt,"University of the Ozarks Women's Basketball Lady Eagles - official web site with news, schedule, roster. ",Basketball
3198719.txt,"Yahoo Sports: Columbia Schedule, scores, standings. ",Basketball
3200458.txt,"Houston Hotshots AAU girls basketball organization from Houston, TX. ",Basketball
3197054.txt,"NBA - John Wallace Playerfile Features the NBA forward with profile, basketball statistics, NBA game by game records, and biography. ",Basketball
3194894.txt,"CNNSI.com - Tulane Green Wave Take a glimpse at the latest recruiting updates, and peruse the standings, statistics and roster. Includes game summaries and scores. ",Basketball
3194732.txt,"Syracuse Orangemen Basketball History and Player Profiles A history of the Syracuse University Basketball Program with statististics, game results, and player profiles. ",Basketball
3199008.txt,"Yahoo Sports: Wyoming Schedule, scores, standings. ",Basketball
3199066.txt,"Ohio Valley Conference Women's Basketball Official OVC web site with news, schedules, standings, rosters, recruits, statistics. ",Basketball
3199910.txt,"Gwynedd-Mercy College Women's Basketball Griffins - official web site with news, schedule, roster, statistics. ",Basketball
3197271.txt,Journal of Basketball Studies Clearinghouse of research about basketball. Primarily statistical studies as tools to analyze teams and individuals. ,Basketball
3199757.txt,"LeMoyne College Women's Basketball Dolphins - official web site with news, schedule, roster, statistics. ",Basketball
3199928.txt,"Stevens Tech Women's Basketball Ducks - official web site with news, schedule, roster. ",Basketball
3197862.txt,"California Baptist University Women's Basketball Lady Lancers - official web site with news, schedule, roster, statistics. ",Basketball
3199554.txt,"Excite Sports: Idaho News, scores, standings, calendar, schedule, TV. ",Basketball
3197687.txt,"Mesa Community College Women's Basketball Thunderbirds - official web site with news, schedule, roster, statistics. ",Basketball
3194150.txt,"Community College of Rhode Island Men's Basketball [3] - official web site - schedule, records, and a player listing. ",Basketball
3197920.txt,Marian College Women's Basketball Lady Knights - official web site with schedule. ,Basketball
3195390.txt,"CBS.SportsLine.com - Sun Belt Standings Schedules, scores, team reports, statistics and season coverage. ",Basketball
3198788.txt,"Yahoo Sports: Rider Schedule, scores, standings. ",Basketball
3197431.txt,"Welborn Shooters Personalized shooting instruction for middle school players and up in Los Angeles, Atlanta, and Philadelphia from Heather Welborn. ",Basketball
3195794.txt,"LeTourneau University Men's Basketball Yellowjackets' official site. Includes news, statistics, roster, schedule, coach and player profiles, records, and summer camp information. ",Basketball
3196083.txt,"Rose-Hulman Institute of Technology Men's Basketball The Engineers' official site. News, schedules, statistics, rosters, and photo galleries. ",Basketball
3195694.txt,"North Carolina-Pembroke Men's Basketball Braves. Schedule with results, roster, coaches and statistics. ",Basketball
3200376.txt,"US Junior National Girls Basketball Tournaments Brackets, schedules, results. ",Basketball
3197150.txt,"WashingtonPost.com: Washington Wizards Team news, roster information, schedules, and statistics. ",Basketball
3195393.txt,"Yahoo! Sports: UALR Basketball Standings, schedule, team log, statistics log, roster and news. ",Basketball
3197550.txt,Alfred State College (SUNY) Women's Basketball Pioneers - official web site with team information. [Division II] ,Basketball
3195246.txt,"Navy Men's Basketball U.S. Naval Academy basketball team's official page. News, schedule, roster, and statistics. ",Basketball
3194975.txt,"Marist University Men's Basketball The Red Foxes' official web site with news, schedule, roster, statistics. ",Basketball
3197253.txt,"Morwell Basketball Association - Victoria News, draws, ladders, and results. ",Basketball
3199280.txt,"CNN/SI - Vanderbilt Commodores Headlines, roster, scoreboard, schedule. ",Basketball
3197937.txt,"Iowa Wesleyan College Women's Basketball Tigers - official web site with highlights, schedule, roster. ",Basketball
3198874.txt,"Coppin State College Women's Basketball Eagles - official web site with news, schedule, roster, statistics. ",Basketball
3197358.txt,"Superstar Invitational Basketball Camps Boys and girls camps, by invitation--when and where, cost, how to enroll, coaches. ",Basketball
3197119.txt,"The Toronto Raptors Court Includes pictures, roster, news, statistics, schedules and game summaries ",Basketball
3194127.txt,"NJCAA Division II Men's Basketball News, polls, statistics, calendar, scores, awards, and forms. ",Basketball
3194388.txt,St. Francis (IL) Men's Basketball Fighting Saints - official web site. Division I. ,Basketball
3199360.txt,"USA Today - SE Louisiana Lady Lions Schedule/results, roster. ",Basketball
3196070.txt,"Grove City College Men's Basketball Official site of the Wolverines. Contains rosters, results, and statistics. ",Basketball
3197959.txt,"Reinhardt College Women's Basketball Lady Eagles - official web site with news, schedule, roster. ",Basketball
3196399.txt,Dallas Mavericks News - Topix News on the Dallas Mavericks continually updated from thousands of sources around the net. ,Basketball
3198226.txt,"Yahoo Sports: Nebraska Schedule, scores, standings. ",Basketball
3197428.txt,Basic Hoops Weblog that provides information on basic basketball fundamentals for players. ,Basketball
3194751.txt,"NAU Men's Basketball The Lumberjack's official site with articles, roster, coaching staff, player profiles and pictures. ",Basketball
3197792.txt,"Notre Dame College of Ohio Women's Basketball Blue Falcons - official web site with news, schedule, honors, history. ",Basketball
3200090.txt,"Linfield College Women's Basketball Wildcats - official web site with news, schedule, roster, statistics. ",Basketball
3197024.txt,"ESPN.com: Rod Strickland Learn more about the 6-3 point guard and DePaul grad by checking out his profile, statistics, team roster, and game log. ",Basketball
3195892.txt,"Bard College Men's Basketball The Raptors' official site. Schedules and results, highlights, team rosters, and contacts. ",Basketball
3194879.txt,"USA Today: SMU Basketball Schedule, results and roster. ",Basketball
3198202.txt,"Excite Sports: Baylor News, scores, standings, calendar, schedule, TV. ",Basketball
3196294.txt,"Baltic Basketball League Provides news, photographs and statistics. ",Basketball
3199469.txt,"Western Illinois University Women's Basketball Westerwinds - official web site with news, schedule, roster, statistics. ",Basketball
3198906.txt,"Norfolk State Women's Basketball Spartans - official web site with news, schedule, roster, statistics. ",Basketball
3198341.txt,"West Virginia Women's Basketball Mountaineers - official web site with news, schedule, roster, statistics. ",Basketball
3197222.txt,"Wollongong Hawks Official team site with player profiles, events, ticketing information, games schedule, merchandise, news, and a tipping competition. ",Basketball
3200106.txt,"Wittenberg University Women's Basketball Tigers - official web site with news, schedule, roster, statistics. ",Basketball
3195352.txt,"ESPN.com Jackson State Tigers NCAA news, statistics, and schedules. ",Basketball
3196147.txt,Sportsillustrated.cnn.com College basketball news. ,Basketball
3197081.txt,Corliss Williamson Dedication A dedication to the small forward star in his Sacramento Kings days. Rare pictures and facts. ,Basketball
3199552.txt,"Yahoo Sports: Idaho Schedule, scores, standings. ",Basketball
3196967.txt,"NBA.com: Isaiah Rider Includes a profile, career and season highlights, statistics and personal notes. ",Basketball
3196766.txt,"Big Al's Playground Unofficial fan page and website for Indiana Pacers Al Harrington. Biography, statistics, links, Pacers notes, picture gallery. ",Basketball
3200019.txt,"King's College Women's Basketball Lady Monarchs - official web site with news, schedule, roster, statistics, photos. ",Basketball
3195433.txt,"Mean Green Hoops Fan site contains news, message forum, links and chat. ",Basketball
3198562.txt,"CNN/SI - Old Dominion Lady Monarchs Headlines, roster, scoreboard, schedule. ",Basketball
3199588.txt,"Loyola Marymount Women's Basketball Lions - official web site with news, schedule, roster, statistics. ",Basketball
3198450.txt,"USA Today - Minnesota Golden Gophers Schedule/results, roster. ",Basketball
3199323.txt,"Yahoo Sports: Western Carolina Schedule, scores, standings. ",Basketball
3199944.txt,"Albertus Magnus College Women's Basketball Falcons - official web site with news, schedule, roster. ",Basketball
3195605.txt,"Southern Arkansas Men's Basketball Muleriders. Schedule, results, roster, coaches, statistics and news. ",Basketball
3197503.txt,"AUS Women's Basketball Official women's hoops web site of Atlantic University Sport with standings, schedule, statistics, news. ",Basketball
3197371.txt,Playmakers Basketball Individual instruction workouts from NCAA programs turned into a camp format. ,Basketball
3194084.txt,"CIS Basketball Official site contains press releases, championships coverage, game schedules with results, and player awards. ",Basketball
3195621.txt,"Oakland City Men's Basketball Oaks basketball with schedule, results, roster and coaches. ",Basketball
3194538.txt,"CNNSI.com - SUNY at Albany Men's Basketball Presents the Great Dane schedule, a roster, game recaps and news and notes from this Division I independent program. ",Basketball
3195514.txt,"California Davis Men's Basketball Aggies. Schedule with results, roster, coaches, statistics, news and media guide. ",Basketball
3199451.txt,"Oakland Women's Basketball Golden Grizzlies - official web site with news, schedule, roster, statistics. ",Basketball
3196175.txt,NCAA Men's Basketball Tournament - School Rankings Year by year rankings of all schools that have participated in the NCAA Men's Basketball tournament. ,Basketball
3199508.txt,"Middle Tennessee State Women's Basketball Lady Raiders - official web site with news, schedule, roster, statistics. ",Basketball
3197598.txt,"California Community College Athletic Association Women's Basketball The governing body for intercollegiate athletics in California's community colleges. Women's hoops news, standings, rankings, schedules, and statistics. ",Basketball
3195315.txt,"McNeese State Men's Basketball Official basketball site of the McNeese State Cowboys with a team picture, roster, game schedule, results and coaching staff. ",Basketball
3195544.txt,"Lees-McRae Men's Basketball Bobcats. Schedule, roster and coaches. ",Basketball
3197898.txt,"Lindenwood University Women's Basketball Lady Lions - official web site with news, schedule, roster. ",Basketball
3195524.txt,Goldey-Beacom College Men's Basketball Lightning - official web site. ,Basketball
3196122.txt,"Northland College Men's Basketball Official site of the Lumberjacks. Includes roster, schedule, results, statistics, coach profiles, and honors. ",Basketball
3197874.txt,"Dordt College Women's Basketball Defenders - official web site with news, schedule, roster, statistics. ",Basketball
3196601.txt,"Suns Front Office - RealGM Includes player profiles, statistics, message board and articles. ",Basketball
3200149.txt,"Sewanee (The University of the South) Women's Basketball Tigers - official web site with news, schedule, roster. ",Basketball
3197368.txt,"Big Man Basketball Camp Post player camp for middle school, high school, and college level athletes from Coach David Dunn. ",Basketball
3194900.txt,"CBS Sportsline: Tulsa Basketball News, schedule, results, roster, statistics, injuries and alumni tracker. ",Basketball
3199220.txt,"Yahoo Sports: Arkansas Schedule, scores, standings. ",Basketball
3199953.txt,"Rose-Hulman Women's Basketball Engineers - official web site with news, schedule, roster, statistics. ",Basketball
3197042.txt,"ESPN.com: Keith Van Horn Learn more about the playing career of the 6-10 small forward through his profile, statistics, game log, and related details. ",Basketball
3197291.txt,About.com Pro Basketball: NBA Cheerleaders List of links to NBA cheerleaders and dance teams from About.com Guide with photo galleries and biographies. ,Basketball
3194806.txt,"Nittany Lions Official site, schedules, outlook, TV and radio information, archives, statistics, roster, coaches, honors, awards history, and the Penn State Record Book. ",Basketball
3196019.txt,"Concordia University Men's Basketball The Falcons' official site. Features schedules, rosters, statistics, player profiles, and photographs. ",Basketball
3198986.txt,"CNN/SI - New Mexico Lobos Headlines, scoreboard, schedule. ",Basketball
3196734.txt,"Umass Basketball History - Julius Erving Offers statistics and photographs of ""Dr. J"" when he played for UMass in 1969-71, as well as ABA and NBA career highlights. ",Basketball
3199018.txt,"Central Connecticut State Women's Basketball Lady Blue Devils - official web site with news, schedule, roster, statistics. ",Basketball
3196403.txt,"Yahoo! Sports: Denver Nuggets Current team information including headlines, statistics, transactions, scores, game summaries, upcoming schedule, and injury report. ",Basketball
3195150.txt,"CNNSI.com - Samford University Men's Basketball Profiles this Trans America Athletic Conference men's hoops team and find statistics, game recaps, recruiting reports, a schedule and team news. ",Basketball
3194067.txt,"Sheridan Institute of Technology Men's Basketball Bruins - official site with overview, coaches profile, roster, schedule, statistics, player awards, tryout information and Hall of Fame. ",Basketball
3195167.txt,"ESPN: Arizona Wildcats Schedules, statistics, standings, injuries, rankings, and team reports. ",Basketball
3200086.txt,"Lewis and Clark College Women's Basketball Pioneers - official web site with news, schedule, roster, statistics. ",Basketball
3196368.txt,"ESPN.com: Chicago Bulls Clubhouse ESPN team site with recent player quotes, game recaps, game previews, team stories, statistics, and player information. ",Basketball
3200341.txt,"USA Today - Minnesota Lynx Roster, schedule/results, statistics, arena/ticket information. ",Basketball
3197882.txt,"Sioux Falls, University of, Women's Basketball Cougars - official web site with news, schedule, roster, statistics. ",Basketball
3196722.txt,Dave DeBusschere Biographical notes on the basketball star. ,Basketball
3196240.txt,"1993 NBA Finals Offers a tribute to the game of Chicago Bulls vs. Phoenix Suns. Includes game to game points, articles, videos, and statistics. ",Basketball
3199705.txt,"Arkansas Tech Women's Basketball Golden Suns - official web site with news, schedule, roster, statistics. ",Basketball
3198583.txt,"CNN/SI - UAB Lady Blazers Headlines, scoreboard, schedule. ",Basketball
3198051.txt,"CNN/SI - George Washington Colonials Headlines, scoreboard, schedule. ",Basketball
3198053.txt,"USA Today - La Salle Explorers Schedule/results, roster. ",Basketball
3194365.txt,Cal State-East Bay Men's Basketball Pioneers - official web site. ,Basketball
3195751.txt,"Rollins Men's Basketball Tars. Schedule with results, roster, coaches, statistics, news and history. ",Basketball
3196811.txt,"The Michael Jordan Virtual Gallery Includes photos, videos, sound, and shoes. ",Basketball
3195374.txt,"Chicago State University Men's Basketball Cougars. Includes a game schedule, results, statistics, roster. ",Basketball
3199080.txt,"CNN/SI - Eastern Kentucky Colonels CNN site featuring headlines, scoreboard, schedules and results from previous games. ",Basketball
3195918.txt,"Upper Iowa University Men's Basketball Peacocks. Roster, schedule, coaches, statistics, results. ",Basketball
3196085.txt,"Centre College Men's Basketball Official site of the Colonels. Includes schedules, roster, statistics, news, rankings, and past season. ",Basketball
3197234.txt,"Ben Does Queensland Basketball Message board, news and rumours, ""where are they now?"" page. ",Basketball
3200146.txt,"Austin College Women's Basketball Kangaroos - official web site with schedule, roster, photos. ",Basketball
3197216.txt,NBE Basketball Report Covering the Big East with information on recruiting and events leading to the Big East Tournament and the NCAA tournament. ,Basketball
3197527.txt,"Laurentian University Women's Basketball Lady Vees - official web site with news, schedule, roster, statistics, standings. ",Basketball
3196743.txt,"NBA.com: Rick Fox Player file for this 1991 North Carolina graduate that includes statistics and years with the Boston Celtics and Los Angeles Lakers. Also, has appeared in several movies and is husband to actress, Vanessa Williams. ",Basketball
3196246.txt,"International Maxibasketball Federation, FIMBA Information, membership and contact addresses of FIMBA, the Buenos-Aires based world organizing body of this sport played by male and female adults 30 years old and beyond. ",Basketball
3197671.txt,"McLennan Community College Women's Basketball Highlassies [1] - official athletics web site with links to women's hoops schedule, roster. ",Basketball
3197490.txt,BCCAA Basketball Official basketball web site of the British Columbia Colleges Athletics Association. Women's and men's basketball information linked from the same page. ,Basketball
3198023.txt,"Yahoo Sports: Vermont Schedule, scores, standings. ",Basketball
3198674.txt,"USA Today - Loyola Chicago Ramblers Schedule/results, roster. ",Basketball
3198144.txt,"CNN/SI - Virginia Cavaliers Headlines, roster, scoreboard, schedule. ",Basketball
3195857.txt,"Endicott College Men's Basketball Official site of the Gulls. Includes schedule, roster, player profiles, statistics, and results. ",Basketball
3198068.txt,"USA Today - Richmond Spiders Schedule/results, roster. ",Basketball
3198946.txt,"CNN/SI - Indiana State Sycamores Headlines, scoreboard, schedule. ",Basketball
3197688.txt,"North Arkansas College Women's Basketball Lady Pioneers [1] - official web site with news, schedule, roster. ",Basketball
3195318.txt,"CNN/SI - Northwestern St. - Men's College Basketball Find team and individual statistics, tournament news, recruit reports, a current schedule and roster, and recaps of every game played by the Demons. ",Basketball
3200567.txt,Texas Basketball Inc. Company providing tournaments from 4th-12th grades in the Central Texas area. ,Basketball
3198792.txt,"USA Today - Siena Saints Schedule/results, roster. ",Basketball
3194794.txt,Michigan State Basketball Alumni List of former Spartan basketball players who have moved on to play pro-basketball in the NBA. Includes basic profile information for each player. ,Basketball
3199355.txt,"Northwestern State Women's Basketball Lady Demons - official web site with news, schedule, roster. ",Basketball
3196633.txt,"Carmelo Anthony : NBA Player Contains introduction, statistics, background, player-information, accomplishments and picture gallery. ",Basketball
3194865.txt,USA TODAY - UCF Men's Basketball USA TODAY team page for the UCF men's basketball team. ,Basketball
3197951.txt,"Oklahoma City University Women's Basketball Stars - official web site with schedule, roster, statistics, photos - 1999, 2000, 2001, and 2002 NAIA Division I National Champions. ",Basketball
3199431.txt,"USA Today - Centenary Ladies Schedule/results, roster. ",Basketball
3195223.txt,"ESPN: Washington State Cougars Schedules, statistics, standings, injuries, rankings, and team reports. ",Basketball
3197756.txt,NJCAA Women's Division III National Basketball Statistics Official statistics. ,Basketball
3197561.txt,"Barton County Community College Women's Basketball Cougars [1] - official web site with news, schedule, roster, statistics. ",Basketball
3195169.txt,"FoxSports: Arizona Basketball Schedules, team report, and Arizona merchandise. ",Basketball
3200431.txt,"Maryland Flames AAU Located in Montgomery County, Maryland. ",Basketball
3195581.txt,"Southern Illinois Edwardsville Men's Basketball Cougars. Schedule with results, roster, coaches, statistics, news and records. ",Basketball
3193979.txt,"Mix Makers A basketball forum site for NBA highlights, clips and mixes. ",Basketball
3197711.txt,"Peninsula College Women's Basketball Pirates - official web site with team information, schedule. ",Basketball
3199170.txt,"Washington State Women's Basketball Cougars - official web site with news, schedule, roster, statistics. ",Basketball
3196519.txt,The Minnesota Timberwolves Den Articles and commentary by a young fan. Photos. ,Basketball
3199997.txt,"Keene State College Women's Basketball Owls - official basketball web site with links to women's hoops news, schedule, roster. ",Basketball
3194914.txt,"CNNSI.com - Univ. of Detroit Mercy Men's Basketball Read team news reports and game summaries, and find out about the team's latest recruiting activities. With conference standings and statistics. ",Basketball
3198962.txt,"USA Today - Wichita State Shockers Schedule/results, roster. ",Basketball
3195846.txt,"College Misericordia Men's Basketball Cougars' official site. Rosters, schedules, game reports, and statistics. ",Basketball
3194465.txt,Asbury College Men's Basketball Official web site. ,Basketball
3199550.txt,"CNN/SI - Hawai'i Rainbow Wahine Headlines, scoreboard, schedule. ",Basketball
3200214.txt,"Excite Sports: Women's College Basketball News, scores, conference and team pages. ",Basketball
3199364.txt,"Southeastern Louisiana Women's Basketball Lady Lions - official web site with news, schedule, roster, statistics. ",Basketball
3198462.txt,"Excite Sports: Ohio State News, scores, standings, calendar, schedule, TV. ",Basketball
3198774.txt,"Yahoo Sports: Manhattan College Schedule, scores, standings. ",Basketball
3199867.txt,"UT Tyler Women's Basketball Patriots - official site. News, schedule, roster, statistics, coach profile. ",Basketball
3199331.txt,"CNN/SI - Wofford Lady Terriers Headlines, scoreboard, schedule. ",Basketball
3195572.txt,"Saginaw Valley Men's Basketball Cardinals. Schedule, results, roster, coaches, statistics, news and records. ",Basketball
3199089.txt,"Yahoo Sports: Murray State Features schedules, news, latest scores, and conference standings. ",Basketball
3199485.txt,"Yahoo Sports: Florida Atlantic Schedule, scores, standings. ",Basketball
3199366.txt,"Yahoo Sports: Stephen F. Austin Schedule, scores, standings. ",Basketball
3195766.txt,"West Virginia Intercollegiate Athletic Conference Men's Basketball Official. Standings, schedule, statistics, player awards, press releases. ",Basketball
3199118.txt,"USA Today Women's Basketball Pac-10 Conference -- news, standings. ",Basketball
3194924.txt,"Wisconsin-Milwaukee Men's Basketball The Panthers' official site with news items, scores, statistics, roster, pictures and results. ",Basketball
3200292.txt,WNBA.com: Ruth Riley Player Info Career and statistical information. ,Basketball
3200180.txt,"New York University Women's Basketball Violets - official web site with news, schedule, roster, statistics. ",Basketball
3199633.txt,"Philadelphia University Women's Basketball Lady Rams - official web site with news, schedule, roster. ",Basketball
3195525.txt,"Shaw Men's Basketball Bears. Includes a schedule of games, results, and a roster. ",Basketball
3196897.txt,"Dikembe Mutombo (Congolese NBA Basketball Player / Atlanta Hawks) Profile of Dikembe Mutombo Mpolondo Mukamba Jean Jacque Wamutombo (his full name). Statistics, records, and a biography. ",Basketball
3200339.txt,"Yahoo Sports: Minnesota Lynx News, calendar, season log, statistics, and a roster. ",Basketball
3195033.txt,"CBS.SportsLine.com - Missouri Valley Standings Schedules, scores, team reports, statistics and season coverage. ",Basketball
3195661.txt,"St. Anselm Men's Basketball Hawks. Schedule with results, roster, coaches, news and history. ",Basketball
3197906.txt,"Ottawa University Women's Basketball Braves - official web site with news, schedule, roster, statistics. ",Basketball
3200493.txt,"South Iron JHS Girls' Basketball Lady Panthers - Information, news, schedules, results. ",Basketball
3196616.txt,BBallOne.com Photo galleries and player biographies. ,Basketball
3195744.txt,"Wingate Men's Basketball Bulldogs. Schedule, results, coaches and news. ",Basketball
3195124.txt,"Quinnipiac Men's Basketball Bobcats - official web site with news, schedule, roster, statistics. ",Basketball
3196700.txt,"Kobe-Bryant-24.com News, biographical information and a picture gallery. ",Basketball
3198029.txt,"Atlantic 10 Women's Basketball Official conference web site with news, standings, statistics, team pages. ",Basketball
3197831.txt,"Northwest Christian College Women's Basketball Beacons - official site. News, results, schedule, roster, coaching staff. ",Basketball
3198905.txt,"Yahoo Sports: Norfolk State Schedule, scores, standings. ",Basketball
3198314.txt,"CNN/SI - Seton Hall Pirates Headlines, scoreboard, schedule. ",Basketball
3194392.txt,Black Hills State University Men's Basketball Yellow Jackets - official web site. ,Basketball
3199592.txt,"CNN/SI - Pepperdine Waves Headlines, scoreboard, schedule. ",Basketball
3198290.txt,"CNN/SI - Marquette Golden Eagles Headlines, roster, scoreboard, schedule. ",Basketball
3194050.txt,"St. Thomas University Men's Basketball Tommies - official site with schedule, roster, and results. ",Basketball
3195504.txt,"USD Men's Basketball The Toreros' official site with press releases, season highlights, scores, and coaching staff. ",Basketball
3199445.txt,"CNN/SI - Missouri-Kansas City Kangaroos Headlines, scoreboard, schedule. ",Basketball
3195425.txt,"Middle Tennessee State Men's Basketball Official site of the Blue Raiders with news, roster, statistics and schedule. ",Basketball
3195526.txt,Virginia State Men's Basketball Trojans. Schedule. ,Basketball
3196716.txt,"Austina's Austin Croshere Site Fan site about Austin Croshere created by Austina ""pacegirl44"", a huge Croshere fan in California. ",Basketball
3197263.txt,Basketball Western Australia - Basketball WA Including Skywest Basketball League (SBL) ,Basketball
3196630.txt,"Carmelo Anthony Contains statistics, accomplishment, information and history. ",Basketball
3198656.txt,"USA Today - Butler Bulldogs Schedule/results, roster. ",Basketball
3200320.txt,"Kat's Detroit Shock Fanpage News and statistics, message board. ",Basketball
3199231.txt,"USA Today - Florida Gators Schedule/results, roster. ",Basketball
3199308.txt,"Yahoo Sports: Georgia Southern Schedule, scores, standings. ",Basketball
3198803.txt,"Mid-American Conference Women's Basketball Official MAC web site with news, schedules, standings, statistics. ",Basketball
3200310.txt,"USA Today - Charlotte Sting Roster, schedule/results, statistics, arena/ticket information. ",Basketball
3199659.txt,"East Coast Conference Women's Basketball Official ECC web site with standings, schedule, statistics. ",Basketball
3197692.txt,"Northland Community and Technical College Women's Basketball Pioneers [3] - official web site with news, schedule, roster. ",Basketball
3199114.txt,"Excite Sports: Tennessee Tech Features latest headlines, scores, standings, season schedules, and rosters. ",Basketball
3200484.txt,"Paulding, Ohio HS Girls' Basketball Panthers - Information about the varsity and junior varsity teams. Schedules, pictures, records, results. ",Basketball
3199725.txt,"Oakland City University Women's Basketball Lady Oaks - official web site with schedule, roster. ",Basketball
3197989.txt,"CNN/SI: America East Conference Women's basketball headlines, schedule, standings, and scores. ",Basketball
3196641.txt,"NBA.com: Vin Baker Official NBA player file featuring statistics, splits, game logs, and biography. ",Basketball
3198677.txt,"CNN/SI - Loyola Chicago Ramblers Headlines, scoreboard, schedule. ",Basketball
3197166.txt,"New York Metro Area A scouting service for minor league basketball players divided into position, conference and team links. ",Basketball
3199127.txt,"USA Today - Arizona State Sun Devils Schedule/results, roster. ",Basketball
3194289.txt,Santa Fe College Men's Basketball Saints [1] - official web site. ,Basketball
3194670.txt,"Iowa State University Men's Basketball Cyclones - schedules, results, news, archives. ",Basketball
3200234.txt,ESPN.com - 2002-03 Recruiting Listing of women's basketball letters of intent from the early signing period. ,Basketball
3198116.txt,"CNN/SI - Florida State Seminoles Headlines, scoreboard, schedule. ",Basketball
3200453.txt,Fencor Girls' Basketball Club The largest AAU girls' basketball club in the Philadelphia area. It runs tournaments and sponsors 20 teams for ages 9 to 18. ,Basketball
3197388.txt,"Shooting Drills Drills for improving jump shots and free throws, with a focus on the mental aspects of shooting. ",Basketball
3198099.txt,"Atlantic Coast Conference Women's Basketball Official ACC web site with news, records, standings, schedules, statistics. ",Basketball
3198861.txt,"USA Today Women's Basketball Mid-Eastern Athletic Conference -- news, standings. ",Basketball
3199377.txt,"Texas-San Antonio Women's Basketball Roadrunners - official web site with news, schedule, roster, statistics. ",Basketball
3200520.txt,"Parkview Parochial League A league comprised of 25 teams from the Metropolitan Milwaukee area. Offers basketball and volleyball to over 3,000 Catholic Elementary school students. ",Basketball
3196276.txt,"Central Pennsylvania Basketball Officials Association CPBOA membership information, training camp schedule, meeting notes, and list of officers and officiating members. ",Basketball
